X,Y,Surface,Bed,Thk,Surface Velocity,Gflux,Accumulation Rate,Basal Melt
14500.0,92000.0,1434.0,-1223.0,2657.0,4.4240437,92.63969562182572,0.4026958408325088,-0.017263409043880525
15000.0,92000.0,1433.0,-1263.0,2696.0,4.432151,92.683028670577,0.40109722224101607,-7.039709853415288e-05
15500.0,92000.0,1434.0,-1310.0,2744.0,4.354878,92.72636171932828,0.3994986036495233,0.035786517687301955
16000.0,92000.0,1434.0,-1366.0,2800.0,3.8073113,92.76969476807959,0.39790629695213825,0.07164343247313809
16500.0,92000.0,1434.0,-1426.0,2860.0,2.8497272,92.81302781683088,0.3964616885768739,0.1075003472589742
17000.0,92000.0,1434.0,-1478.0,2912.0,2.5592852,92.85636086558216,0.3950170802016095,0.14335726204481036
17500.0,92000.0,1434.0,-1516.0,2950.0,3.2935514,92.89969391433345,0.3935724718263452,0.17921417683064647
18000.0,92000.0,1433.0,-1549.0,2982.0,3.6656823,92.94302696308475,0.3921278634510808,0.21507109161648263
18500.0,92000.0,1432.0,-1581.0,3013.0,2.8853197,92.98636001183604,0.39068325507581647,0.2509280064023187
8000.0,91500.0,1429.0,-1301.0,2730.0,4.3566575,92.1636183300505,0.42348853473732073,-0.0024235932144802065
8500.0,91500.0,1429.0,-1260.0,2689.0,4.7575088,92.21401214317419,0.42176387577751984,-0.0027964537090156226
9000.0,91500.0,1430.0,-1211.0,2641.0,5.192546,92.26278700807727,0.42003921681771883,-0.0031693142035510388
9500.0,91500.0,1431.0,-1172.0,2603.0,5.252868,92.30624247168393,0.41831455785791793,-0.0035421746980864553
10000.0,91500.0,1432.0,-1155.0,2587.0,5.311051,92.34969793529064,0.41658989889811704,-0.004560476063561509
10500.0,91500.0,1432.0,-1129.0,2561.0,5.180626,92.39315339889733,0.4148652399383161,-0.006224218299976201
11000.0,91500.0,1432.0,-1109.0,2541.0,4.737648,92.436608862504,0.41314683404501346,-0.007887960536390893
11500.0,91500.0,1433.0,-1129.0,2562.0,4.273325,92.48006432611069,0.41154821515602014,-0.009551702772805582
12000.0,91500.0,1433.0,-1177.0,2610.0,3.6051052,92.52351978971737,0.4099495962670269,-0.011215445009220273
12500.0,91500.0,1433.0,-1249.0,2682.0,3.6810455,92.56697525332407,0.4083509773780337,-0.012879187245634968
13000.0,91500.0,1433.0,-1256.0,2689.0,4.0629253,92.61043071693076,0.40675235848904046,-0.014542929482049657
13500.0,91500.0,1433.0,-1242.0,2675.0,4.0069957,92.65388618053746,0.4051537396000472,-0.016206671718464346
14000.0,91500.0,1433.0,-1228.0,2661.0,4.1431623,92.69734164414415,0.40355512071105404,-0.017870413954879035
14500.0,91500.0,1433.0,-1240.0,2673.0,4.2711973,92.74079710775084,0.4019565018220607,-0.01953415619129373
15000.0,91500.0,1433.0,-1270.0,2703.0,4.5408316,92.78425257135751,0.4003578829330675,-0.0026469460738735495
15500.0,91500.0,1433.0,-1313.0,2746.0,4.8398194,92.82770803496422,0.39875926404407425,0.03279121639738151
16000.0,91500.0,1433.0,-1363.0,2796.0,3.5953674,92.87116349857091,0.3971670388861964,0.06822937886863656
16500.0,91500.0,1433.0,-1415.0,2848.0,2.7858942,92.91461896217758,0.39572442703641525,0.1036675413398916
17000.0,91500.0,1432.0,-1463.0,2895.0,2.6358995,92.95807442578428,0.39428181518663413,0.13910570381114667
17500.0,91500.0,1432.0,-1503.0,2935.0,2.6399937,93.00152988939098,0.39283920333685307,0.17454386628240173
18000.0,91500.0,1432.0,-1538.0,2970.0,3.2406185,93.04498535299766,0.3913965914870719,0.20998202875365676
18500.0,91500.0,1431.0,-1571.0,3002.0,2.5679295,93.08844081660435,0.38995397963729084,0.2454201912249118
19000.0,91500.0,1430.0,-1604.0,3034.0,1.3092117,93.13096619458607,0.3885113677875097,0.28085835369616685
7500.0,91000.0,1428.0,-1301.0,2729.0,4.497803,92.21090688096719,0.42448773134348367,-0.002291995392879471
8000.0,91000.0,1428.0,-1301.0,2729.0,5.0174704,92.2614250386015,0.4227610761556999,-0.0027087218279484657
8500.0,91000.0,1429.0,-1255.0,2684.0,4.8344226,92.31194319623584,0.4210344209679161,-0.0031254482630174605
9000.0,91000.0,1429.0,-1204.0,2633.0,4.7989683,92.36083712834704,0.41930776578013246,-0.0035421746980864553
9500.0,91000.0,1430.0,-1165.0,2595.0,5.556151,92.40439431945379,0.4175811105923487,-0.00395890113315545
10000.0,91000.0,1431.0,-1170.0,2601.0,6.000275,92.44795151056051,0.41585445540456495,-0.005095561139532947
10500.0,91000.0,1431.0,-1152.0,2583.0,5.712163,92.49150870166724,0.4141278002167812,-0.006952154717218946
11000.0,91000.0,1431.0,-1125.0,2556.0,5.451035,92.53506589277396,0.4124074971170685,-0.008808748294904944
11500.0,91000.0,1432.0,-1129.0,2561.0,5.163159,92.57862308388067,0.41080887793057475,-0.01066534187259094
12000.0,91000.0,1432.0,-1167.0,2599.0,4.587138,92.6221802749874,0.40921025874408107,-0.012521935450276942
12500.0,91000.0,1432.0,-1241.0,2673.0,3.966237,92.66573746609413,0.40761163955758734,-0.01437852902796294
13000.0,91000.0,1433.0,-1277.0,2710.0,3.9775167,92.70929465720084,0.40601302037109366,-0.01623512260564894
13500.0,91000.0,1432.0,-1286.0,2718.0,3.833537,92.75285184830757,0.40441440118460004,-0.018091716183334938
14000.0,91000.0,1432.0,-1251.0,2683.0,4.1587534,92.7964090394143,0.4028157819981063,-0.019948309761020935
14500.0,91000.0,1432.0,-1250.0,2682.0,4.361019,92.83996623052103,0.4012171628116127,-0.021804903338706935
15000.0,91000.0,1432.0,-1275.0,2707.0,4.7221456,92.88352342162776,0.39961854362511895,-0.005223495049212942
15500.0,91000.0,1432.0,-1316.0,2748.0,5.3031855,92.92708061273447,0.39801992443862527,0.02979591510746104
16000.0,91000.0,1432.0,-1362.0,2794.0,4.4849663,92.97063780384119,0.39642778082025454,0.06481532526413503
16500.0,91000.0,1431.0,-1409.0,2840.0,3.612591,93.01419499494793,0.3949871654959566,0.09983473542080899
17000.0,91000.0,1431.0,-1452.0,2883.0,3.331991,93.05775218605464,0.39354655017165874,0.134854145577483
17500.0,91000.0,1431.0,-1491.0,2922.0,2.969326,93.10130937716137,0.3921059348473609,0.16987355573415697
18000.0,91000.0,1430.0,-1528.0,2958.0,2.8611407,93.14486656826809,0.390665319523063,0.20489296589083095
18500.0,91000.0,1429.0,-1563.0,2992.0,2.807366,93.18842375937483,0.38922470419876515,0.23991237604750493
19000.0,91000.0,1428.0,-1596.0,3024.0,1.7477746,93.23104809641944,0.38778408887446736,0.2749317862041789
19500.0,91000.0,1428.0,-1628.0,3056.0,1.8827425,93.26527674690531,0.3863434735501694,0.3099511963608529
20000.0,91000.0,1427.0,-1659.0,3086.0,2.131053,93.29950539739119,0.38490285822587156,0.36530303575098505
7500.0,90500.0,1428.0,-1292.0,2720.0,4.857961,92.30562030058002,0.4237622689898456,-0.0027656179189216347
8000.0,90500.0,1428.0,-1304.0,2732.0,5.2723656,92.3562299072096,0.42203361757407903,-0.00326845754054375
8500.0,90500.0,1428.0,-1280.0,2708.0,5.087538,92.40683951383917,0.42030496615831253,-0.0037712971621658656
9000.0,90500.0,1429.0,-1233.0,2662.0,5.1857834,92.45581860457416,0.41857631474254603,-0.004274136783787981
9500.0,90500.0,1429.0,-1194.0,2623.0,5.6505556,92.49944028594129,0.41684766332677947,-0.004776976405410097
10000.0,90500.0,1430.0,-1177.0,2607.0,5.7170978,92.54306196730839,0.4151190119110129,-0.006066809486364946
10500.0,90500.0,1430.0,-1154.0,2584.0,5.4841127,92.58668364867549,0.4133903604952464,-0.00814363602665253
11000.0,90500.0,1430.0,-1129.0,2559.0,5.498671,92.6303053300426,0.4116681601891235,-0.010220462566940114
11500.0,90500.0,1430.0,-1125.0,2555.0,5.6484165,92.6739270114097,0.41006954070512935,-0.012297289107227698
12000.0,90500.0,1431.0,-1158.0,2589.0,4.996084,92.71754869277682,0.40847092122113526,-0.014374115647515283
12500.0,90500.0,1432.0,-1232.0,2664.0,4.5115304,92.76117037414392,0.40687230173714106,-0.016450942187802867
13000.0,90500.0,1432.0,-1273.0,2705.0,4.479389,92.80479205551103,0.4052736822531469,-0.01852776872809045
13500.0,90500.0,1431.0,-1274.0,2705.0,4.064221,92.84841373687813,0.4036750627691529,-0.020604595268378035
14000.0,90500.0,1431.0,-1236.0,2667.0,4.3268776,92.89203541824523,0.4020764432851587,-0.02268142180866562
14500.0,90500.0,1431.0,-1247.0,2678.0,4.649055,92.93565709961234,0.4004778238011646,-0.024758248348953203
15000.0,90500.0,1431.0,-1272.0,2703.0,5.0082593,92.97927878097946,0.3988792043171705,-0.008262512660585345
15500.0,90500.0,1431.0,-1318.0,2749.0,5.182481,93.02290046234656,0.39728058483317635,0.026805785256437953
16000.0,90500.0,1431.0,-1362.0,2793.0,4.7469277,93.06652214371366,0.3956885227543126,0.06187408317346126
16500.0,90500.0,1430.0,-1404.0,2834.0,4.3502874,93.11014382508077,0.39424990395549797,0.09694238109048454
17000.0,90500.0,1430.0,-1444.0,2874.0,3.8719568,93.15376550644787,0.3928112851566834,0.13201067900750785
17500.0,90500.0,1430.0,-1482.0,2912.0,3.2726238,93.19738718781498,0.3913726663578687,0.16707897692453114
18000.0,90500.0,1429.0,-1519.0,2948.0,2.958833,93.24100886918208,0.38993404755905414,0.20214727484155445
18500.0,90500.0,1428.0,-1554.0,2982.0,2.693225,93.2846305505492,0.3884954287602395,0.23721557275857774
19000.0,90500.0,1428.0,-1587.0,3015.0,1.1690075,93.32731627562437,0.38705680996142483,0.2722838706756011
19500.0,90500.0,1427.0,-1619.0,3046.0,1.9335096,93.36157839407204,0.3856181911626103,0.3073521685926244
20000.0,90500.0,1426.0,-1649.0,3075.0,2.8468528,93.39584051251978,0.38417957236379563,0.36379299752414224
20500.0,90500.0,1426.0,-1678.0,3104.0,2.0822346,93.43010263096751,0.38274095356498106,0.44160635747015475
21000.0,90500.0,1426.0,-1707.0,3133.0,2.629953,93.46436474941521,0.3813078351382915,0.5194197174161672
7000.0,90000.0,1429.0,-1301.0,2730.0,5.1422024,92.34963266456802,0.4247674542799568,-0.002840400243876502
7500.0,90000.0,1428.0,-1298.0,2726.0,5.1261935,92.40033372019286,0.4230368066362075,-0.0034716002980712804
8000.0,90000.0,1428.0,-1305.0,2733.0,4.8272033,92.45103477581769,0.42130615899245816,-0.0041028003522660585
8500.0,90000.0,1428.0,-1298.0,2726.0,4.725929,92.50173583144252,0.41957551134870885,-0.004734000406460837
9000.0,90000.0,1428.0,-1261.0,2689.0,5.213786,92.5508000808013,0.41784486370495955,-0.005365200460655615
9500.0,90000.0,1428.0,-1221.0,2649.0,5.46664,92.59448625242878,0.41611421606121013,-0.005996400514850393
10000.0,90000.0,1429.0,-1187.0,2616.0,5.3261704,92.63817242405628,0.4143835684174608,-0.007474221104057506
10500.0,90000.0,1429.0,-1154.0,2583.0,4.8836026,92.68185859568375,0.41265292077371146,-0.009798662228276954
11000.0,90000.0,1429.0,-1128.0,2557.0,4.8869085,92.72554476731125,0.41092882326117847,-0.0121231033524964
11500.0,90000.0,1430.0,-1123.0,2553.0,5.2489343,92.76923093893873,0.40933020347968385,-0.014447544476715847
12000.0,90000.0,1430.0,-1150.0,2580.0,5.0310917,92.81291711056622,0.4077315836981894,-0.016771985600935298
12500.0,90000.0,1430.0,-1197.0,2627.0,4.946742,92.8566032821937,0.4061329639166948,-0.019096426725154745
13000.0,90000.0,1431.0,-1235.0,2666.0,4.9344916,92.90028945382119,0.4045343441352002,-0.021420867849374192
13500.0,90000.0,1431.0,-1247.0,2678.0,4.4775333,92.94397562544867,0.4029357243537056,-0.023745308973593636
14000.0,90000.0,1431.0,-1240.0,2671.0,4.8175664,92.98766179707617,0.40133710457221106,-0.02606975009781308
14500.0,90000.0,1430.0,-1253.0,2683.0,4.851344,93.03134796870367,0.3997384847907165,-0.028394191222032534
15000.0,90000.0,1430.0,-1269.0,2699.0,5.0881,93.07503414033114,0.39813986500922194,-0.011763998907990755
15500.0,90000.0,1430.0,-1323.0,2753.0,4.8066916,93.11872031195864,0.39654124522772727,0.023820826844312255
16000.0,90000.0,1430.0,-1363.0,2793.0,4.2226787,93.16240648358612,0.39494926468837066,0.05940565259661526
16500.0,90000.0,1429.0,-1402.0,2831.0,3.7947772,93.20609265521361,0.3935126424150393,0.09499047834891824
17000.0,90000.0,1429.0,-1439.0,2868.0,3.7788434,93.2497788268411,0.39207602014170795,0.13057530410122126
17500.0,90000.0,1428.0,-1476.0,2904.0,3.769281,93.29346499846858,0.39063939786837654,0.1661601298535243
18000.0,90000.0,1428.0,-1511.0,2939.0,3.0886383,93.33715117009606,0.3892027755950452,0.20174495560582728
18500.0,90000.0,1428.0,-1546.0,2974.0,2.7872603,93.38083734172356,0.38776615332171377,0.23732978135813027
19000.0,90000.0,1427.0,-1580.0,3007.0,2.0396981,93.42358445482925,0.3863295310483824,0.27291460711043325
19500.0,90000.0,1426.0,-1611.0,3037.0,2.8626592,93.45788004123881,0.3848929087750511,0.3084994328627363
20000.0,90000.0,1425.0,-1640.0,3065.0,2.6853726,93.49217562764838,0.3834562865017197,0.3670831588655711
20500.0,90000.0,1425.0,-1667.0,3092.0,1.8352534,93.52647121405792,0.3820196642283883,0.4486657851189375
21000.0,90000.0,1425.0,-1695.0,3120.0,2.725425,93.56076680046752,0.38058860692572005,0.5302484113723039
21500.0,90000.0,1425.0,-1723.0,3148.0,3.8781114,93.59506238687707,0.379323979345683,0.6118310376256704
6500.0,89500.0,1429.0,-1281.0,2710.0,5.049808,92.39346213056552,0.4257766320260337,-0.0026584617036860434
7000.0,89500.0,1429.0,-1288.0,2717.0,4.9681897,92.44425463518562,0.4240439881543016,-0.0034180221904534847
7500.0,89500.0,1429.0,-1292.0,2721.0,5.007639,92.49504713980569,0.42231134428256945,-0.004177582677220926
8000.0,89500.0,1429.0,-1298.0,2727.0,4.6245446,92.54583964442577,0.4205787004108372,-0.004937143163988367
8500.0,89500.0,1428.0,-1298.0,2726.0,4.305548,92.59663214904586,0.4188460565391051,-0.005696703650755808
9000.0,89500.0,1428.0,-1276.0,2704.0,4.310357,92.6457815570284,0.417113412667373,-0.006456264137523249
9500.0,89500.0,1428.0,-1239.0,2667.0,4.7940974,92.68953221891628,0.4153807687956409,-0.0072158246242906895
10000.0,89500.0,1428.0,-1197.0,2625.0,4.8007054,92.73328288080414,0.4136481249239088,-0.008881632721750066
10500.0,89500.0,1428.0,-1155.0,2583.0,4.562791,92.77703354269202,0.4119154810521767,-0.011453688429901375
11000.0,89500.0,1428.0,-1122.0,2550.0,4.713997,92.82078420457988,0.41018948633323354,-0.014025744138052687
11500.0,89500.0,1428.0,-1113.0,2541.0,4.91005,92.86453486646776,0.40859086625423846,-0.016597799846204
12000.0,89500.0,1429.0,-1141.0,2570.0,4.8434014,92.90828552835562,0.4069922461752435,-0.01916985555435531
12500.0,89500.0,1429.0,-1168.0,2597.0,4.919261,92.9520361902435,0.4053936260962484,-0.02174191126250662
13000.0,89500.0,1430.0,-1206.0,2636.0,4.7571282,92.99578685213137,0.40379500601725343,-0.02431396697065793
13500.0,89500.0,1430.0,-1230.0,2660.0,4.7942576,93.03953751401923,0.4021963859382584,-0.02688602267880924
14000.0,89500.0,1430.0,-1242.0,2672.0,5.2040277,93.08328817590711,0.40059776585926343,-0.029458078386960553
14500.0,89500.0,1429.0,-1260.0,2689.0,5.4018574,93.12703883779497,0.3989991457802684,-0.03203013409511186
15000.0,89500.0,1429.0,-1283.0,2712.0,5.2460003,93.17078949968284,0.3974005257012734,-0.015265485155396158
